user_id,signup_date,campaign_source,device_type,country,ab_group
U02374,2025-05-07,Referral,desktop,UK,B
U02375,2025-06-02,Referral,mobile,Germany,A
U02376,2025-06-17,Email,desktop,UK,B
U02377,2025-06-22,Organic,desktop,Canada,A
U02378,2025-05-01,Google Ads,mobile,India,B
U02379,2025-03-15,Email,tablet,UK,A
U02380,2025-05-18,Meta,tablet,USA,A
U02381,2025-01-03,Meta,desktop,India,A
U02382,2025-01-28,Google Ads,mobile,UK,B
U02383,2025-04-21,Organic,tablet,UK,B
U02384,2025-02-04,Email,tablet,India,A
U02385,2025-03-09,Referral,desktop,Germany,A
U02386,2025-04-04,Google Ads,mobile,USA,B
U02387,2025-04-14,Organic,tablet,India,A
U02388,2025-04-04,Referral,desktop,USA,A
U02389,2025-01-12,Meta,desktop,USA,A
U02390,2025-04-13,Meta,desktop,India,B
U02391,2025-01-14,Referral,desktop,UK,B
U02392,2025-05-26,Google Ads,tablet,Germany,A
U02393,2025-05-24,Meta,mobile,USA,A
U02394,2025-02-19,Email,desktop,USA,B
U02395,2025-04-03,Referral,desktop,UK,A
U02396,2025-05-22,Referral,tablet,India,A
U02397,2025-03-15,Meta,desktop,Germany,A
U02398,2025-01-19,Google Ads,desktop,USA,A
U02399,2025-04-09,Email,mobile,USA,B
U02400,2025-05-10,Google Ads,desktop,India,A
U02401,2025-04-26,Organic,tablet,UK,A
U02402,2025-05-21,Organic,mobile,Canada,A
U02403,2025-03-13,Meta,tablet,UK,B
U02404,2025-06-09,Meta,mobile,USA,B
U02405,2025-06-24,Meta,mobile,USA,B
U02406,2025-06-06,Organic,desktop,Germany,A
U02407,2025-01-31,Google Ads,desktop,UK,A
U02408,2025-02-02,Google Ads,desktop,Canada,A
U02409,2025-01-25,Meta,tablet,Germany,B
U02410,2025-04-11,Email,desktop,Canada,B
U02411,2025-04-06,Google Ads,desktop,Germany,A
U02412,2025-03-28,Organic,mobile,UK,A
U02413,2025-05-23,Referral,desktop,USA,B
U02414,2025-04-04,Referral,desktop,Canada,A
U02415,2025-02-06,Referral,desktop,UK,A
U02416,2025-02-20,Email,desktop,Canada,A
U02417,2025-06-04,Meta,mobile,UK,B
U02418,2025-05-11,Organic,desktop,Germany,A
U02419,2025-04-13,Email,mobile,UK,B
U02420,2025-05-09,Organic,tablet,Germany,A
U02421,2025-01-11,Organic,desktop,USA,B
U02422,2025-01-12,Meta,desktop,Germany,B
U02423,2025-01-10,Referral,desktop,India,B
U02424,2025-02-05,Meta,mobile,USA,A
U02425,2025-03-27,Email,desktop,UK,A
U02426,2025-05-02,Email,desktop,UK,A
U02427,2025-05-13,Email,tablet,India,B
U02428,2025-04-27,Meta,mobile,UK,B
U02429,2025-02-08,Organic,mobile,USA,A
U02430,2025-06-05,Organic,tablet,USA,B
U02431,2025-05-12,Google Ads,mobile,Germany,B
U02432,2025-02-05,Email,desktop,Canada,A
U02433,2025-03-25,Organic,desktop,UK,B
U02434,2025-06-06,Google Ads,tablet,India,A
U02435,2025-03-23,Organic,mobile,USA,A
U02436,2025-02-11,Email,mobile,USA,B
U02437,2025-04-11,Referral,mobile,USA,A
U02438,2025-06-07,Email,tablet,Canada,B
U02439,2025-03-18,Meta,desktop,Canada,A
U02440,2025-06-01,Organic,tablet,UK,A
U02441,2025-03-28,Organic,desktop,India,A
U02442,2025-05-10,Meta,tablet,Canada,A
U02443,2025-05-11,Meta,desktop,Germany,A
U02444,2025-05-17,Referral,mobile,Canada,A
U02445,2025-05-06,Organic,mobile,USA,A
U02446,2025-05-25,Organic,mobile,India,B
U02447,2025-03-18,Referral,tablet,UK,A
U02448,2025-05-02,Google Ads,tablet,Canada,A
U02449,2025-01-05,Referral,tablet,USA,B
U02450,2025-04-05,Email,mobile,Germany,B
U02451,2025-03-26,Organic,desktop,Germany,A
U02452,2025-06-22,Meta,mobile,UK,B
U02453,2025-01-29,Email,mobile,UK,A
U02454,2025-04-17,Organic,desktop,Canada,A
U02455,2025-05-30,Referral,desktop,UK,B
U02456,2025-03-20,Email,desktop,USA,B
U02457,2025-06-26,Organic,desktop,USA,A
U02458,2025-06-11,Google Ads,mobile,USA,B
U02459,2025-01-07,Google Ads,tablet,Canada,A
U02460,2025-06-02,Meta,mobile,Canada,A
U02461,2025-05-02,Organic,desktop,UK,B
U02462,2025-03-09,Google Ads,tablet,Canada,A
U02463,2025-06-17,Referral,tablet,USA,B
U02464,2025-05-29,Organic,mobile,India,B
U02465,2025-05-28,Referral,mobile,USA,B
U02466,2025-02-28,Referral,mobile,India,A
U02467,2025-01-14,Google Ads,tablet,UK,A
U02468,2025-05-30,Organic,tablet,Germany,A
U02469,2025-05-03,Email,tablet,Canada,B
U02470,2025-02-13,Google Ads,desktop,Canada,A
U02471,2025-05-15,Google Ads,desktop,USA,B
U02472,2025-06-11,Organic,mobile,USA,B
U02473,2025-06-08,Organic,tablet,India,A
U02474,2025-04-08,Referral,mobile,Canada,B
U02475,2025-02-07,Organic,tablet,UK,A
U02476,2025-06-24,Referral,mobile,USA,B
U02477,2025-03-04,Google Ads,desktop,Canada,A
U02478,2025-01-09,Meta,tablet,Germany,B
U02479,2025-05-27,Email,desktop,India,B
U02480,2025-06-29,Google Ads,tablet,USA,A
U02481,2025-01-29,Organic,mobile,USA,A
U02482,2025-02-18,Email,tablet,UK,A
U02483,2025-01-05,Meta,desktop,USA,A
U02484,2025-04-23,Meta,tablet,Canada,A
U02485,2025-03-22,Referral,mobile,Canada,B
U02486,2025-04-18,Email,tablet,Canada,B
U02487,2025-02-08,Referral,desktop,Germany,A
U02488,2025-04-16,Google Ads,mobile,Germany,A
U02489,2025-06-26,Email,desktop,USA,B
U02490,2025-02-22,Google Ads,tablet,Germany,B
U02491,2025-04-16,Referral,desktop,Germany,A
U02492,2025-05-09,Email,tablet,UK,A
U02493,2025-06-06,Referral,mobile,Germany,A
U02494,2025-05-01,Email,desktop,India,B
U02495,2025-01-16,Referral,desktop,India,B
U02496,2025-06-30,Meta,tablet,India,B
U02497,2025-02-05,Referral,desktop,USA,B
U02498,2025-05-13,Meta,desktop,Canada,A
U02499,2025-02-23,Referral,mobile,UK,A
U02500,2025-05-24,Email,tablet,USA,A
U02501,2025-03-25,Email,tablet,Canada,B
U02502,2025-06-19,Email,mobile,UK,B
U02503,2025-05-03,Organic,mobile,UK,A
U02504,2025-05-15,Google Ads,tablet,UK,A
U02505,2025-04-07,Email,mobile,India,B
U02506,2025-03-22,Meta,mobile,India,A
U02507,2025-02-14,Email,mobile,India,A
U02508,2025-04-28,Organic,tablet,UK,B
U02509,2025-05-17,Meta,mobile,UK,A
U02510,2025-03-29,Organic,desktop,India,B
U02511,2025-05-20,Meta,desktop,UK,A
U02512,2025-04-01,Referral,tablet,India,A
U02513,2025-06-23,Google Ads,mobile,India,A
U02514,2025-06-24,Google Ads,desktop,India,B
U02515,2025-06-14,Organic,tablet,Canada,B
U02516,2025-06-27,Google Ads,desktop,UK,B
U02517,2025-03-09,Organic,mobile,USA,B
U02518,2025-06-06,Organic,tablet,India,A
U02519,2025-05-04,Organic,desktop,USA,B
U02520,2025-02-19,Google Ads,tablet,Canada,A
U02521,2025-03-05,Organic,desktop,UK,A
U02522,2025-03-13,Google Ads,desktop,India,A
U02523,2025-05-23,Organic,mobile,India,A
U02524,2025-03-18,Email,mobile,India,A
U02525,2025-02-27,Organic,desktop,USA,A
U02526,2025-03-18,Meta,tablet,Canada,A
U02527,2025-03-15,Organic,tablet,UK,B
U02528,2025-06-30,Referral,mobile,Canada,A
U02529,2025-02-23,Organic,desktop,India,B
U02530,2025-06-26,Meta,mobile,Canada,A
U02531,2025-06-30,Meta,desktop,USA,B
U02532,2025-05-06,Google Ads,desktop,Germany,A
U02533,2025-03-23,Email,mobile,Germany,B
U02534,2025-05-03,Organic,tablet,UK,A
U02535,2025-03-31,Google Ads,mobile,UK,B
U02536,2025-05-24,Email,desktop,Canada,B
U02537,2025-03-12,Organic,mobile,UK,B
U02538,2025-03-15,Referral,tablet,USA,A
U02539,2025-02-01,Organic,tablet,India,A
U02540,2025-05-27,Meta,desktop,India,B
U02541,2025-06-23,Meta,mobile,Canada,B
U02542,2025-05-20,Referral,tablet,India,A
U02543,2025-04-08,Google Ads,mobile,Canada,A
U02544,2025-04-12,Email,tablet,UK,A
U02545,2025-03-30,Organic,desktop,UK,A
U02546,2025-02-07,Meta,desktop,USA,A
U02547,2025-03-16,Google Ads,mobile,India,B
U02548,2025-01-11,Referral,desktop,USA,B
U02549,2025-03-15,Meta,tablet,Germany,B
U02550,2025-01-21,Referral,desktop,USA,B
U02551,2025-03-30,Organic,tablet,Canada,A
U02552,2025-04-24,Email,tablet,Canada,A
U02553,2025-06-17,Meta,desktop,USA,B
U02554,2025-03-07,Meta,tablet,UK,A
U02555,2025-05-03,Organic,tablet,Germany,A
U02556,2025-02-24,Google Ads,mobile,USA,B
U02557,2025-02-21,Email,mobile,UK,B
U02558,2025-05-18,Meta,mobile,USA,A
U02559,2025-03-11,Email,desktop,India,B
U02560,2025-05-24,Meta,mobile,Canada,A
U02561,2025-06-28,Email,tablet,India,B
U02562,2025-03-11,Referral,desktop,India,A
U02563,2025-02-05,Meta,desktop,Germany,B
U02564,2025-01-28,Email,desktop,UK,A
U02565,2025-06-07,Google Ads,desktop,Canada,A
U02566,2025-05-31,Referral,tablet,India,A
U02567,2025-03-03,Referral,tablet,Canada,B
U02568,2025-03-04,Google Ads,mobile,UK,A
U02569,2025-01-13,Email,desktop,USA,A
U02570,2025-06-21,Organic,mobile,India,B
U02571,2025-05-16,Google Ads,tablet,UK,B
U02572,2025-02-27,Email,desktop,Canada,A
U02573,2025-06-13,Google Ads,tablet,UK,A
U02574,2025-03-01,Google Ads,mobile,USA,B
U02575,2025-01-14,Meta,tablet,UK,B
U02576,2025-01-26,Email,desktop,Canada,A
U02577,2025-04-16,Organic,desktop,India,A
U02578,2025-03-26,Meta,mobile,India,B
U02579,2025-05-01,Google Ads,desktop,Germany,A
U02580,2025-01-26,Google Ads,tablet,Canada,A
U02581,2025-06-24,Google Ads,tablet,Germany,A
U02582,2025-02-05,Email,tablet,Germany,B
U02583,2025-01-02,Email,tablet,USA,B
U02584,2025-05-21,Meta,mobile,Canada,A
U02585,2025-02-10,Organic,tablet,India,A
U02586,2025-04-15,Meta,mobile,Canada,A
U02587,2025-06-17,Referral,tablet,USA,B
U02588,2025-05-02,Google Ads,mobile,Canada,A
U02589,2025-05-03,Google Ads,tablet,Canada,B
U02590,2025-06-16,Google Ads,tablet,Germany,A
U02591,2025-02-21,Meta,mobile,Canada,B
U02592,2025-03-15,Meta,desktop,Germany,A
U02593,2025-03-24,Google Ads,desktop,Germany,B
U02594,2025-03-15,Meta,desktop,UK,B
U02595,2025-06-15,Email,mobile,USA,A
U02596,2025-01-16,Email,desktop,Germany,B
U02597,2025-01-23,Meta,desktop,Canada,A
U02598,2025-06-16,Google Ads,mobile,Germany,B
U02599,2025-05-27,Meta,desktop,Germany,A
U02600,2025-03-01,Meta,desktop,Germany,B
U02601,2025-05-17,Meta,desktop,India,B
U02602,2025-01-10,Referral,mobile,India,A
U02603,2025-02-14,Email,mobile,India,B
U02604,2025-04-17,Organic,desktop,India,A
U02605,2025-02-15,Organic,desktop,UK,A
U02606,2025-01-10,Referral,mobile,Germany,A
U02607,2025-04-12,Meta,desktop,UK,B
U02608,2025-05-07,Referral,mobile,Canada,B
U02609,2025-02-17,Referral,desktop,USA,B
U02610,2025-03-16,Google Ads,mobile,UK,A
U02611,2025-01-10,Email,tablet,India,A
U02612,2025-01-03,Organic,tablet,India,B
U02613,2025-03-18,Meta,mobile,Canada,A
U02614,2025-05-26,Organic,tablet,Germany,B
U02615,2025-06-04,Organic,desktop,USA,B
U02616,2025-01-28,Email,mobile,UK,A
U02617,2025-03-27,Organic,mobile,Germany,A
U02618,2025-03-14,Organic,desktop,Germany,A
U02619,2025-04-27,Referral,desktop,UK,A
U02620,2025-06-14,Email,mobile,UK,B
U02621,2025-05-20,Google Ads,desktop,UK,A
U02622,2025-05-15,Meta,mobile,UK,A
U02623,2025-05-07,Organic,desktop,India,A
U02624,2025-02-04,Meta,mobile,Germany,B
U02625,2025-05-10,Google Ads,desktop,Germany,A
U02626,2025-04-30,Meta,desktop,India,A
U02627,2025-03-11,Google Ads,tablet,Germany,B
U02628,2025-02-19,Referral,tablet,UK,B
U02629,2025-01-29,Organic,tablet,USA,B
U02630,2025-03-26,Google Ads,desktop,Germany,A
U02631,2025-02-11,Meta,mobile,USA,B
U02632,2025-04-28,Organic,desktop,USA,B
U02633,2025-06-15,Referral,tablet,India,A
U02634,2025-03-07,Organic,desktop,Canada,A
U02635,2025-02-17,Google Ads,tablet,Germany,B
U02636,2025-01-04,Referral,tablet,India,A
U02637,2025-03-28,Meta,mobile,India,A
U02638,2025-03-17,Referral,mobile,USA,B
U02639,2025-05-26,Referral,tablet,Germany,A
U02640,2025-06-22,Email,tablet,India,A
U02641,2025-02-19,Referral,desktop,UK,B
U02642,2025-02-14,Referral,tablet,India,B
U02643,2025-06-06,Organic,desktop,UK,A
U02644,2025-06-13,Meta,tablet,Canada,B
U02645,2025-04-14,Organic,mobile,UK,B
U02646,2025-04-20,Organic,mobile,UK,A
U02647,2025-05-12,Google Ads,tablet,USA,A
U02648,2025-03-25,Organic,desktop,India,A
U02649,2025-01-23,Email,desktop,Canada,B
U02650,2025-04-13,Email,desktop,India,B
U02651,2025-06-21,Google Ads,tablet,UK,A
U02652,2025-01-25,Meta,tablet,UK,A
U02653,2025-02-17,Meta,mobile,India,A
U02654,2025-02-05,Organic,mobile,Canada,A
U02655,2025-05-03,Organic,tablet,Canada,B
U02656,2025-03-24,Organic,mobile,USA,B
U02657,2025-03-05,Meta,desktop,UK,B
U02658,2025-01-02,Referral,desktop,UK,B
U02659,2025-03-08,Email,tablet,USA,B
U02660,2025-04-09,Referral,desktop,India,B
U02661,2025-03-02,Referral,tablet,UK,A
U02662,2025-04-25,Meta,desktop,India,B
U02663,2025-03-10,Referral,tablet,Canada,B
U02664,2025-03-26,Google Ads,desktop,Germany,B
U02665,2025-03-19,Organic,desktop,USA,B
U02666,2025-05-30,Google Ads,mobile,UK,A
U02667,2025-05-27,Email,mobile,USA,A
U02668,2025-01-03,Organic,mobile,Canada,B
U02669,2025-03-08,Referral,mobile,Canada,A
U02670,2025-06-17,Email,mobile,Canada,A
U02671,2025-04-03,Organic,mobile,Canada,A
U02672,2025-06-27,Referral,tablet,Germany,A
U02673,2025-03-02,Google Ads,tablet,India,B
U02674,2025-01-16,Organic,mobile,India,B
U02675,2025-06-20,Referral,tablet,Germany,B
U02676,2025-01-31,Google Ads,mobile,India,B
U02677,2025-04-30,Email,tablet,Canada,B
U02678,2025-03-20,Email,desktop,India,A
U02679,2025-02-10,Email,tablet,USA,B
U02680,2025-04-14,Email,tablet,India,B
U02681,2025-06-25,Meta,tablet,USA,A
U02682,2025-05-09,Organic,desktop,UK,A
U02683,2025-06-30,Organic,mobile,USA,B
U02684,2025-03-21,Meta,tablet,USA,A
U02685,2025-06-26,Referral,tablet,Canada,B
U02686,2025-01-31,Referral,desktop,Canada,A
U02687,2025-06-13,Email,mobile,Canada,B
U02688,2025-03-17,Google Ads,tablet,USA,B
U02689,2025-04-05,Referral,desktop,Germany,B
U02690,2025-06-07,Google Ads,mobile,Canada,B
U02691,2025-02-26,Organic,mobile,Canada,A
U02692,2025-02-26,Google Ads,tablet,USA,B
U02693,2025-02-04,Organic,tablet,UK,B
U02694,2025-05-03,Meta,tablet,UK,B
U02695,2025-02-09,Meta,tablet,India,B
U02696,2025-04-27,Email,desktop,UK,A
U02697,2025-06-05,Referral,desktop,Canada,A
U02698,2025-04-06,Email,tablet,Germany,B
U02699,2025-04-17,Organic,mobile,India,B
U02700,2025-06-29,Email,tablet,Germany,A
U02701,2025-05-21,Google Ads,mobile,Germany,B
U02702,2025-05-01,Organic,mobile,Canada,B
U02703,2025-05-18,Meta,mobile,USA,A
U02704,2025-06-20,Referral,desktop,USA,A
U02705,2025-02-25,Organic,mobile,USA,A
U02706,2025-03-05,Organic,mobile,UK,B
U02707,2025-06-24,Google Ads,desktop,USA,B
U02708,2025-06-02,Referral,mobile,Canada,B
U02709,2025-01-21,Meta,mobile,UK,B
U02710,2025-05-15,Organic,tablet,USA,A
U02711,2025-04-25,Organic,mobile,Germany,A
U02712,2025-05-16,Google Ads,mobile,Canada,A
U02713,2025-06-30,Email,mobile,Canada,A
U02714,2025-04-03,Meta,mobile,India,B
U02715,2025-01-20,Referral,mobile,Canada,B
U02716,2025-05-25,Organic,desktop,Germany,A
U02717,2025-01-29,Organic,mobile,Canada,B
U02718,2025-01-16,Meta,mobile,India,A
U02719,2025-05-21,Email,desktop,Canada,A
U02720,2025-05-10,Organic,desktop,Canada,B
U02721,2025-02-21,Meta,mobile,India,B
U02722,2025-05-27,Google Ads,mobile,Canada,B
U02723,2025-05-18,Email,mobile,UK,B
U02724,2025-02-08,Referral,tablet,Canada,B
U02725,2025-02-12,Organic,tablet,USA,B
U02726,2025-03-25,Meta,mobile,USA,B
U02727,2025-05-14,Google Ads,desktop,UK,B
U02728,2025-04-24,Referral,mobile,Canada,A
U02729,2025-01-30,Meta,desktop,Germany,A
U02730,2025-06-24,Meta,desktop,Canada,B
U02731,2025-02-22,Referral,desktop,USA,B
U02732,2025-05-30,Google Ads,mobile,India,A
U02733,2025-05-06,Google Ads,mobile,UK,A
U02734,2025-01-24,Email,desktop,India,A
U02735,2025-05-11,Organic,tablet,Germany,A
U02736,2025-04-25,Referral,tablet,Canada,B
U02737,2025-01-15,Referral,tablet,Germany,A
U02738,2025-04-27,Referral,desktop,India,A
U02739,2025-02-03,Google Ads,mobile,Canada,A
U02740,2025-05-12,Organic,desktop,Germany,A
U02741,2025-04-17,Email,tablet,USA,B
U02742,2025-04-27,Meta,mobile,USA,A
U02743,2025-05-25,Meta,desktop,UK,B
U02744,2025-01-15,Referral,desktop,USA,B
U02745,2025-05-24,Organic,tablet,USA,B
U02746,2025-04-29,Google Ads,desktop,India,B
U02747,2025-06-22,Organic,mobile,USA,B
U02748,2025-03-20,Organic,tablet,USA,A
U02749,2025-01-06,Google Ads,tablet,India,B
U02750,2025-04-12,Referral,mobile,USA,A
U02751,2025-03-07,Organic,tablet,USA,A
U02752,2025-01-01,Meta,desktop,UK,B
U02753,2025-02-25,Google Ads,desktop,USA,B
U02754,2025-05-29,Email,tablet,USA,A
U02755,2025-01-19,Referral,mobile,UK,B
U02756,2025-01-12,Google Ads,desktop,India,B
U02757,2025-04-19,Email,mobile,USA,B
U02758,2025-03-30,Email,desktop,Germany,A
U02759,2025-06-29,Organic,desktop,India,A
U02760,2025-01-17,Organic,tablet,India,B
U02761,2025-05-19,Organic,tablet,USA,B
U02762,2025-01-16,Google Ads,mobile,UK,B
U02763,2025-01-18,Google Ads,tablet,India,A
U02764,2025-05-01,Referral,desktop,UK,B
U02765,2025-01-09,Organic,desktop,Germany,B
U02766,2025-03-15,Email,mobile,UK,B
U02767,2025-04-15,Meta,mobile,Canada,B
U02768,2025-02-16,Referral,desktop,UK,A
U02769,2025-02-04,Google Ads,tablet,India,B
U02770,2025-06-14,Referral,tablet,UK,B
U02771,2025-06-15,Referral,mobile,UK,A
U02772,2025-04-18,Referral,mobile,Canada,B
U02773,2025-04-06,Referral,desktop,Canada,B
U02774,2025-04-08,Meta,desktop,USA,A
U02775,2025-04-25,Organic,mobile,India,B
U02776,2025-04-07,Email,desktop,USA,A
U02777,2025-04-07,Referral,mobile,Canada,B
U02778,2025-01-21,Referral,mobile,UK,B
U02779,2025-06-24,Referral,tablet,Canada,B
U02780,2025-06-19,Organic,mobile,Germany,A
U02781,2025-05-19,Google Ads,desktop,UK,B
U02782,2025-02-04,Google Ads,tablet,USA,A
U02783,2025-06-17,Meta,tablet,UK,A
U02784,2025-03-31,Google Ads,desktop,Germany,A
U02785,2025-01-31,Referral,desktop,Canada,A
U02786,2025-02-15,Referral,desktop,India,A
U02787,2025-05-18,Referral,mobile,India,A
U02788,2025-04-11,Meta,tablet,India,B
U02789,2025-05-16,Referral,mobile,Canada,B
U02790,2025-02-02,Google Ads,mobile,India,B
U02791,2025-02-27,Organic,mobile,Germany,B
U02792,2025-01-01,Organic,mobile,Canada,A
U02793,2025-01-06,Email,tablet,India,B
U02794,2025-03-18,Google Ads,tablet,USA,B
U02795,2025-04-29,Referral,mobile,Canada,A
U02796,2025-06-22,Organic,desktop,Canada,B
U02797,2025-05-20,Google Ads,tablet,UK,A
U02798,2025-04-19,Organic,mobile,India,B
U02799,2025-05-17,Referral,desktop,USA,B
U02800,2025-04-08,Organic,desktop,Germany,A
U02801,2025-02-28,Email,mobile,Canada,B
U02802,2025-03-05,Email,tablet,Germany,B
U02803,2025-04-28,Organic,desktop,Germany,B
U02804,2025-03-30,Google Ads,tablet,Germany,B
U02805,2025-02-09,Google Ads,tablet,UK,A
U02806,2025-03-12,Google Ads,desktop,Germany,B
U02807,2025-02-18,Organic,mobile,India,A
U02808,2025-01-29,Google Ads,desktop,India,A
U02809,2025-01-09,Referral,desktop,USA,B
U02810,2025-06-19,Email,tablet,USA,A
U02811,2025-04-18,Referral,mobile,Germany,B
U02812,2025-06-07,Google Ads,tablet,Germany,A
U02813,2025-01-05,Referral,desktop,UK,A
U02814,2025-03-03,Google Ads,mobile,Germany,A
U02815,2025-02-22,Organic,mobile,Germany,A
U02816,2025-01-18,Referral,mobile,Germany,B
U02817,2025-01-26,Organic,mobile,Canada,B
U02818,2025-06-02,Organic,mobile,Canada,B
U02819,2025-01-09,Meta,desktop,UK,B
U02820,2025-04-25,Google Ads,desktop,UK,A
U02821,2025-06-03,Email,desktop,India,B
U02822,2025-06-22,Google Ads,tablet,UK,B
U02823,2025-06-30,Email,mobile,India,B
U02824,2025-01-13,Google Ads,mobile,Germany,A
U02825,2025-03-04,Organic,desktop,UK,A
U02826,2025-01-12,Referral,mobile,UK,A
U02827,2025-04-13,Referral,tablet,UK,A
U02828,2025-04-23,Meta,mobile,India,A
U02829,2025-03-01,Email,mobile,India,B
U02830,2025-05-19,Email,tablet,USA,A
U02831,2025-02-25,Email,desktop,India,B
U02832,2025-01-15,Organic,desktop,India,A
U02833,2025-02-05,Email,mobile,Canada,A
U02834,2025-05-09,Referral,tablet,UK,A
U02835,2025-03-16,Organic,desktop,India,A
U02836,2025-03-01,Google Ads,desktop,UK,A
U02837,2025-05-28,Email,desktop,UK,A
U02838,2025-03-23,Email,mobile,Canada,B
U02839,2025-05-28,Google Ads,tablet,UK,A
U02840,2025-06-03,Email,mobile,India,A
U02841,2025-06-22,Google Ads,desktop,UK,B
U02842,2025-03-24,Organic,tablet,USA,A
U02843,2025-03-02,Referral,mobile,USA,A
U02844,2025-03-19,Google Ads,desktop,Canada,B
U02845,2025-02-06,Meta,desktop,India,B
U02846,2025-06-19,Google Ads,mobile,Canada,A
U02847,2025-05-14,Email,desktop,USA,A
U02848,2025-02-26,Organic,desktop,India,A
U02849,2025-04-16,Organic,tablet,UK,A
U02850,2025-03-18,Google Ads,desktop,India,A
U02851,2025-03-12,Referral,mobile,Germany,A
U02852,2025-01-16,Meta,tablet,India,B
U02853,2025-05-23,Organic,mobile,UK,B
U02854,2025-06-01,Email,desktop,Germany,B
U02855,2025-02-14,Email,tablet,Canada,B
U02856,2025-06-10,Referral,tablet,India,A
U02857,2025-06-23,Organic,tablet,Canada,B
U02858,2025-04-20,Google Ads,tablet,India,A
U02859,2025-05-23,Email,mobile,USA,A
U02860,2025-05-07,Referral,desktop,USA,B
U02861,2025-01-13,Organic,desktop,UK,A
U02862,2025-03-30,Organic,tablet,USA,B
U02863,2025-06-14,Organic,desktop,Germany,B
U02864,2025-06-21,Organic,mobile,Germany,B
U02865,2025-04-08,Organic,desktop,India,B
U02866,2025-05-15,Email,mobile,Canada,B
U02867,2025-03-23,Referral,mobile,Germany,A
U02868,2025-06-28,Organic,desktop,India,B
U02869,2025-04-17,Meta,mobile,Canada,A
U02870,2025-04-15,Meta,mobile,USA,A
U02871,2025-02-08,Referral,mobile,India,A
U02872,2025-03-18,Google Ads,mobile,Canada,A
U02873,2025-04-07,Google Ads,tablet,UK,B
U02874,2025-02-17,Google Ads,desktop,UK,A
U02875,2025-05-18,Meta,tablet,Germany,B
U02876,2025-05-02,Google Ads,mobile,Canada,A
U02877,2025-03-03,Email,desktop,UK,B
U02878,2025-02-27,Organic,mobile,Germany,B
U02879,2025-03-18,Meta,desktop,India,B
U02880,2025-02-06,Referral,tablet,India,B
U02881,2025-04-29,Referral,desktop,Canada,B
U02882,2025-01-15,Organic,mobile,Canada,A
U02883,2025-05-24,Meta,desktop,Canada,A
U02884,2025-04-16,Google Ads,desktop,Canada,A
U02885,2025-04-17,Google Ads,tablet,UK,A
U02886,2025-05-23,Email,mobile,UK,B
U02887,2025-05-16,Email,desktop,Germany,A
U02888,2025-02-04,Google Ads,tablet,UK,A
U02889,2025-04-10,Referral,desktop,India,A
U02890,2025-03-04,Referral,mobile,Germany,A
U02891,2025-03-07,Email,desktop,UK,A
U02892,2025-02-22,Organic,desktop,Canada,B
U02893,2025-03-26,Google Ads,desktop,UK,B
U02894,2025-06-15,Email,desktop,USA,A
U02895,2025-01-21,Email,mobile,Germany,B
U02896,2025-04-26,Google Ads,tablet,UK,A
U02897,2025-04-05,Google Ads,tablet,UK,B
U02898,2025-01-24,Referral,desktop,India,B
U02899,2025-05-18,Organic,mobile,Canada,A
U02900,2025-02-18,Organic,mobile,Canada,B
U02901,2025-01-14,Google Ads,mobile,India,A
U02902,2025-03-10,Meta,mobile,India,A
U02903,2025-04-07,Email,mobile,USA,B
U02904,2025-06-22,Email,mobile,Germany,B
U02905,2025-06-04,Google Ads,desktop,Canada,B
U02906,2025-06-04,Meta,tablet,India,B
U02907,2025-01-11,Referral,tablet,India,A
U02908,2025-01-19,Google Ads,desktop,Germany,A
U02909,2025-02-18,Google Ads,tablet,India,A
U02910,2025-05-31,Email,mobile,USA,A
U02911,2025-06-21,Google Ads,mobile,Germany,A
U02912,2025-05-24,Google Ads,tablet,USA,A
U02913,2025-02-25,Google Ads,mobile,UK,B
U02914,2025-05-03,Email,mobile,Canada,A
U02915,2025-02-23,Referral,tablet,India,A
U02916,2025-03-27,Referral,desktop,Germany,B
U02917,2025-03-19,Google Ads,tablet,USA,B
U02918,2025-01-04,Email,tablet,Canada,A
U02919,2025-02-24,Referral,tablet,Canada,A
U02920,2025-02-18,Referral,tablet,India,B
U02921,2025-01-31,Referral,desktop,Canada,A
U02922,2025-05-03,Email,desktop,India,B
U02923,2025-03-04,Email,mobile,UK,B
U02924,2025-06-28,Google Ads,mobile,India,B
U02925,2025-06-04,Organic,tablet,USA,A
U02926,2025-06-30,Referral,mobile,Canada,A
U02927,2025-02-22,Organic,desktop,Canada,B
U02928,2025-04-12,Email,mobile,Canada,B
U02929,2025-03-03,Email,mobile,India,A
U02930,2025-05-22,Email,mobile,Germany,A
U02931,2025-03-24,Organic,tablet,India,A
U02932,2025-03-14,Email,mobile,USA,B
U02933,2025-04-08,Google Ads,desktop,India,B
U02934,2025-04-30,Email,desktop,Canada,B
U02935,2025-05-17,Meta,desktop,UK,A
U02936,2025-06-16,Organic,desktop,USA,B
U02937,2025-04-02,Meta,mobile,UK,B
U02938,2025-03-20,Email,tablet,USA,B
U02939,2025-03-08,Google Ads,desktop,USA,A
U02940,2025-04-03,Referral,desktop,Canada,B
U02941,2025-05-12,Email,tablet,India,B
U02942,2025-05-08,Google Ads,tablet,Canada,A
U02943,2025-04-30,Organic,desktop,Canada,B
U02944,2025-01-26,Meta,desktop,Canada,A
U02945,2025-05-01,Meta,tablet,UK,A
U02946,2025-03-23,Meta,desktop,USA,B
